,Gene,Hallmark,Subprocess,ENSEMBL,ENSEMBL_mice
2869,SMCR8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000176994,ENSMUSG00000049323
2870,WDR41,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000164253,ENSMUSG00000042015
2871,MAPK15,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000274205,ENSMUSG00000063704
2872,ATL2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000119787,ENSMUSG00000059811
2873,ATL3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000184743,ENSMUSG00000024759
2874,NEDD4L,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000049759,ENSMUSG00000024589
2875,MAPK3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000102882,ENSMUSG00000063065
2876,CUL3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000036257,ENSMUSG00000004364
2877,KLHL20,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000076321,ENSMUSG00000026705
2878,FEZ1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000149557,ENSMUSG00000032118
2879,FEZ2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000171055,ENSMUSG00000056121
2880,SCOC,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000153130,ENSMUSG00000063253
2881,GSK3B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000082701,ENSMUSG00000022812
2882,C1QBP,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000108561,ENSMUSG00000018446
2883,VMP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000062716,ENSMUSG00000018171
2884,RAB1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000138069,ENSMUSG00000020149
2885,RAB1B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000174903,ENSMUSG00000024870
2886,VAPA,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101558,ENSMUSG00000024091
2887,VAPB,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000124164,ENSMUSG00000054455
2888,RAB2A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104388,ENSMUSG00000047187
2889,RAB39A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000179331,
2890,RAB39B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000155961,ENSMUSG00000031202
2891,ERN1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000178607,ENSMUSG00000020715
2892,TRAF2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000127191,ENSMUSG00000026942
2893,RIPK1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000137275,ENSMUSG00000021408
2894,PRKCD,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000163932,ENSMUSG00000021948
2895,PEA15,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000162734,
2896,BSG,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000172270,ENSMUSG00000023175
2897,BCL2L11,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000153094,ENSMUSG00000027381
2898,HTRA2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000115317,ENSMUSG00000068329
2899,RNF2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000121481,ENSMUSG00000026484
2902,RBX1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100387,ENSMUSG00000022400
2903,PIK3C3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000078142,ENSMUSG00000033628
2904,PIK3R4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196455,ENSMUSG00000032571
2905,BECN1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000126581,ENSMUSG00000035086
2906,BECN2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196289,ENSMUSG00000104158
2907,ATG14,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000126775,ENSMUSG00000037526
2908,MAPKAPK2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000162889,ENSMUSG00000016528
2909,MAPKAPK3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000114738,ENSMUSG00000032577
2910,STK4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101109,ENSMUSG00000018209
2911,PGK1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000102144,ENSMUSG00000062070
2912,BCL2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000171791,ENSMUSG00000057329
2913,BAD,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000002330,ENSMUSG00000024959
2914,BMF,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104081,ENSMUSG00000040093
2915,CISD2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000145354,ENSMUSG00000028165
2916,MCL1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000143384,ENSMUSG00000038612
2917,CFLAR,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000003402,ENSMUSG00000026031
2918,HMGB1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000189403,ENSMUSG00000066551
2919,DAPK1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196730,ENSMUSG00000021559
2920,DAPK3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167657,ENSMUSG00000034974
2921,BNIP3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000176171,ENSMUSG00000078566
2922,BNIP3L,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104765,ENSMUSG00000022051
2923,MAPK8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000107643,ENSMUSG00000021936
2924,ABHD5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000011198,ENSMUSG00000032540
2925,BCLAF1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000029363,ENSMUSG00000037608
2926,ERBB2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141736,ENSMUSG00000062312
2927,FKBP5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000096060,ENSMUSG00000024222
2928,LRPPRC,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000138095,ENSMUSG00000024120
2929,PMAIP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141682,ENSMUSG00000024521
2930,HAX1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000143575,ENSMUSG00000027944
2931,TP53BP2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000143514,
2932,EGFR,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000146648,ENSMUSG00000020122
2933,LAPTM4B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104341,ENSMUSG00000022257
2934,TAB2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000055208,ENSMUSG00000015755
2935,TAB3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000157625,ENSMUSG00000035476
2936,WASHC1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000181404,ENSMUSG00000024101
2937,WDR81,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167716,ENSMUSG00000045374
2938,WDR91,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000105875,ENSMUSG00000058486
2939,ATXN3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000066427,ENSMUSG00000021189
2940,RNF216,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000011275,ENSMUSG00000045078
2941,USP14,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101557,ENSMUSG00000047879
2942,VCP,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000165280,ENSMUSG00000028452
2943,DCN,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000011465,ENSMUSG00000019929
2944,PEG3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000198300,ENSMUSG00000002265
2945,KDR,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000128052,ENSMUSG00000062960
2946,TRAF6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000175104,ENSMUSG00000027164
2947,CUL4A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000139842,ENSMUSG00000031446
2948,CUL4B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000158290,ENSMUSG00000031095
2949,DDB1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167986,ENSMUSG00000024740
2950,CCNE1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000105173,ENSMUSG00000002068
2951,AMBRA1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000110497,ENSMUSG00000040506
2952,LPIN1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000134324,ENSMUSG00000020593
2953,PRKD1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000184304,ENSMUSG00000002688
2954,YWHAZ,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000164924,ENSMUSG00000022285
2955,HSPA1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000234475,ENSMUSG00000091971
2956,HSPA1B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000204388,ENSMUSG00000090877
2957,CALM1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000198668,ENSMUSG00000001175
2958,CUL1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000055130,ENSMUSG00000029686
2959,SKP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000113558,ENSMUSG00000036309
2960,USP13,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000058056,ENSMUSG00000056900
2961,PAQR3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000163291,ENSMUSG00000055725
2962,NRBF2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000148572,ENSMUSG00000075000
2963,RAB5A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000144566,ENSMUSG00000017831
2964,RAB5B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000111540,ENSMUSG00000000711
2965,RIGI,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000107201,ENSMUSG00000040296
2977,USP33,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000077254,ENSMUSG00000025437
2978,STK38,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000112079,ENSMUSG00000024006
2979,IRGM,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000237693,
2981,TMEM41B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000166471,ENSMUSG00000047554
2982,EMC6,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000127774,ENSMUSG00000047260
2983,PACS2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000179364,ENSMUSG00000021143
2984,STX17,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000136874,ENSMUSG00000061455
2985,FNBP1L,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000137942,ENSMUSG00000039735
2986,PTK2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000169398,ENSMUSG00000022607
2987,RNF5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000228907,ENSMUSG00000015478
2988,ATG7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000197548,ENSMUSG00000030314
2989,ATG10,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000152348,ENSMUSG00000021619
2990,CSNK2A1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101266,ENSMUSG00000074698
2991,CSNK2A2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000070770,ENSMUSG00000046707
2992,CSNK2B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000224774,ENSMUSG00000024387
2993,FOXO1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000150907,ENSMUSG00000044167
2994,SIRT2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000068903,ENSMUSG00000015149
2995,IFT20,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000109083,ENSMUSG00000001105
2996,IFT88,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000032742,ENSMUSG00000040040
2997,GJA1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000152661,ENSMUSG00000050953
2998,SIRT1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000096717,ENSMUSG00000020063
2999,USP22,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000124422,ENSMUSG00000042506
3000,HULC,Proteostasis,Autophagy-Lysosome Pathway,,
3001,PPP1R13L,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104881,ENSMUSG00000040734
3002,BIRC5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000089685,ENSMUSG00000017716
3003,RACK1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000204628,ENSMUSG00000020372
3004,EVA1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000115363,ENSMUSG00000035104
3005,TMEM74,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000164841,ENSMUSG00000054409
3006,TBC1D25,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000068354,ENSMUSG00000039201
3007,RAB33B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000172007,ENSMUSG00000027739
3008,NOD1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000106100,ENSMUSG00000038058
3009,NOD2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167207,ENSMUSG00000055994
3010,PTPN22,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000134242,ENSMUSG00000027843
3011,TMEM59,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000116209,ENSMUSG00000028618
3012,MAP1LC3B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000140941,ENSMUSG00000031812
3013,GABARAP,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000170296,ENSMUSG00000018567
3014,GABARAPL1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000139112,ENSMUSG00000030161
3015,ATG12,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000145782,ENSMUSG00000032905
3016,ATG5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000057663,ENSMUSG00000038160
3017,ATG16L1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000085978,ENSMUSG00000026289
3018,ATG16L2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000168010,ENSMUSG00000047767
3019,ATG4A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101844,ENSMUSG00000079418
3020,ATG4B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000168397,ENSMUSG00000026280
3021,ATG4C,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000125703,ENSMUSG00000028550
3022,ATG4D,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000130734,ENSMUSG00000002820
3023,ATG3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000144848,ENSMUSG00000022663
3024,UCHL1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000154277,ENSMUSG00000029223
3025,USP10,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000103194,ENSMUSG00000031826
3026,TRAPPC1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000170043,ENSMUSG00000049299
3027,TRAPPC3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000054116,ENSMUSG00000028847
3028,TRAPPC4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000280495,ENSMUSG00000032112
3029,TRAPPC5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000181029,ENSMUSG00000040236
3030,TRAPPC8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000153339,ENSMUSG00000033382
3031,TRAPPC11,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000168538,ENSMUSG00000038102
3032,TRAPPC12,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000274891,ENSMUSG00000020628
3033,TRAPPC13,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000113597,ENSMUSG00000021711
3034,SQSTM1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000284099,ENSMUSG00000015837
3035,TP53INP2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000078804,
3036,GOLGA2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167110,ENSMUSG00000002546
3037,WAC,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000095787,ENSMUSG00000024283
3038,BCAS3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141376,ENSMUSG00000059439
3039,PHAF1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000125149,ENSMUSG00000031889
3040,ATG2A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000110046,ENSMUSG00000024773
3041,ATG2B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000066739,ENSMUSG00000041341
3042,WIPI1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000070540,ENSMUSG00000041895
3043,WIPI2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000157954,ENSMUSG00000029578
3044,WDR45B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141580,ENSMUSG00000025173
3045,WDR45,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196998,ENSMUSG00000039382
3046,CAMK1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000134072,ENSMUSG00000030272
3047,ATG9A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000198925,ENSMUSG00000033124
3048,ATG9B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000181652,ENSMUSG00000038295
3049,IL17A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000112115,ENSMUSG00000025929
3050,SPP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000118785,ENSMUSG00000029304
3051,MAPK14,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000112062,ENSMUSG00000053436
3052,HMOX1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100292,ENSMUSG00000005413
3053,TLR4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000136869,ENSMUSG00000039005
3054,TICAM1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000127666,ENSMUSG00000047123
3055,TBC1D5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000131374,ENSMUSG00000023923
3056,SUPT20H,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000102710,
3057,ARFIP2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000132254,ENSMUSG00000030881
3058,SNX4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000114520,ENSMUSG00000022808
3059,SNX7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000162627,ENSMUSG00000028007
3060,VAMP7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000292366,
3061,STX7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000079950,ENSMUSG00000019998
3062,STX8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000170310,ENSMUSG00000020903
3063,VTI1B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100568,ENSMUSG00000021124
3064,VAMP3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000049245,ENSMUSG00000028955
3065,VAMP2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000220205,ENSMUSG00000020894
3066,PICALM,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000073921,ENSMUSG00000039361
3068,SEC31A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000138674,ENSMUSG00000035325
3069,SEC31B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000075826,ENSMUSG00000051984
3070,SEC23A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100934,ENSMUSG00000020986
3071,SEC23B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000101310,ENSMUSG00000027429
3072,SEC23IP,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000107651,ENSMUSG00000055319
3073,SEC24A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000113615,ENSMUSG00000036391
3074,SEC24B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000138802,ENSMUSG00000001052
3075,SEC24C,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000176986,ENSMUSG00000039367
3076,SEC24D,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000150961,ENSMUSG00000039234
3077,SAR1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000079332,ENSMUSG00000020088
3079,TECPR2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196663,ENSMUSG00000021275
3080,FBXW5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000159069,ENSMUSG00000015095
3081,CSNK1D,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000141551,ENSMUSG00000025162
3082,RAB32,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000118508,ENSMUSG00000019832
3083,RAB4A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000168118,ENSMUSG00000019478
3084,RAB4B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000167578,ENSMUSG00000053291
3085,RAB9A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000123595,
3086,RAB9B,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000123570,ENSMUSG00000043463
3087,RAB11A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000103769,ENSMUSG00000004771
3088,RAB12,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000206418,ENSMUSG00000023460
3089,SNX18,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000178996,ENSMUSG00000042364
3090,DNM2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000079805,ENSMUSG00000033335
3091,HS1BP3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000118960,ENSMUSG00000020605
3092,MTMR3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100330,ENSMUSG00000034354
3093,MTMR4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000108389,ENSMUSG00000018401
3094,MTMR8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000102043,
3095,MTMR9,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000104643,ENSMUSG00000035078
3096,MTMR14,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000163719,ENSMUSG00000030269
3097,ZFYVE1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000165861,ENSMUSG00000042628
3098,PI4KB,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000143393,ENSMUSG00000038861
3099,STING1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000184584,ENSMUSG00000024349
3100,GRAMD1A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000089351,ENSMUSG00000001248
3101,WHAMM,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000156232,ENSMUSG00000045795
3102,JMY,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000152409,ENSMUSG00000021690
3103,CAPZB,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000077549,ENSMUSG00000028745
3104,LRRK2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000188906,ENSMUSG00000036273
3105,TPCN1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000186815,ENSMUSG00000032741
3106,TPCN2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000162341,ENSMUSG00000048677
3107,PRKCQ,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000065675,ENSMUSG00000026778
3108,LITAF,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000189067,ENSMUSG00000022500
3109,PML,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000140464,ENSMUSG00000036986
3110,PTPN2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000175354,ENSMUSG00000024539
3111,CLEC16A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000038532,ENSMUSG00000068663
3112,EI24,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000149547,ENSMUSG00000062762
3113,PINK1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000158828,ENSMUSG00000028756
3114,PARL,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000175193,ENSMUSG00000033918
3115,PRKN,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000185345,ENSMUSG00000023826
3116,PGAM5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000247077,ENSMUSG00000029500
3117,ATP5IF1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000130770,ENSMUSG00000054428
3118,TOMM7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196683,ENSMUSG00000028998
3120,RNF41,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000181852,ENSMUSG00000025373
3121,USP8,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000138592,ENSMUSG00000027363
3122,MUL1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000090432,ENSMUSG00000041241
3123,SIAH1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000196470,
3124,SNCAIP,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000064692,ENSMUSG00000024534
3125,ARIH1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000166233,ENSMUSG00000025234
3126,HK2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000159399,ENSMUSG00000000628
3127,SLC25A4,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000151729,ENSMUSG00000031633
3128,SLC25A5,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000005022,ENSMUSG00000016319
3129,SREBF1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000072310,ENSMUSG00000020538
3130,SREBF2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000198911,ENSMUSG00000022463
3131,VDAC1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000213585,ENSMUSG00000020402
3132,ATAD3A,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000197785,ENSMUSG00000029036
3133,IMMT,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000132305,ENSMUSG00000052337
3134,MARK2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000072518,ENSMUSG00000024969
3135,UBE2D2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000131508,
3136,UBE2D3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000109332,ENSMUSG00000078578
3137,UBE2L3,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000185651,ENSMUSG00000038965
3138,UBE2N,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000177889,ENSMUSG00000074781
3139,USP15,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000135655,ENSMUSG00000020124
3140,USP30,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000135093,ENSMUSG00000029592
3141,USP35,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000118369,ENSMUSG00000035713
3142,TSPO,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000100300,ENSMUSG00000041736
3143,NIPSNAP1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000184117,ENSMUSG00000034285
3144,NIPSNAP2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000146729,ENSMUSG00000029432
3145,HUWE1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000086758,ENSMUSG00000025261
3146,MFN1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000171109,ENSMUSG00000027668
3147,MFN2,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000116688,ENSMUSG00000029020
3148,DNM1L,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000087470,ENSMUSG00000022789
3149,PARK7,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000116288,ENSMUSG00000028964
3150,TRIM13,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000204977,ENSMUSG00000035235
3151,DDRGK1,Proteostasis,Autophagy-Lysosome Pathway,ENSG00000198171,ENSMUSG00000068290
