,Gene,Hallmark,Subprocess,ENSEMBL,ENSEMBL_mice
1016,CTSH,Autophagy,Lysosome,ENSG00000103811,ENSMUSG00000032359
1017,CTSO,Autophagy,Lysosome,ENSG00000256043,ENSMUSG00000028015
1018,CTSZ,Autophagy,Lysosome,ENSG00000101160,ENSMUSG00000016256
1019,DNASE2,Autophagy,Lysosome,ENSG00000105612,
1020,DOC2A,Autophagy,Lysosome,ENSG00000149927,ENSMUSG00000052301
1021,DRAM2,Autophagy,Lysosome,ENSG00000156171,ENSMUSG00000027900
1022,EPDR1,Autophagy,Lysosome,ENSG00000086289,ENSMUSG00000002808
1023,FNBP1,Autophagy,Lysosome,ENSG00000187239,ENSMUSG00000075415
1024,FUCA1,Autophagy,Lysosome,ENSG00000179163,ENSMUSG00000028673
1025,GALC,Autophagy,Lysosome,ENSG00000054983,ENSMUSG00000021003
1026,GGH,Autophagy,Lysosome,ENSG00000137563,ENSMUSG00000073987
1027,GLA,Autophagy,Lysosome,ENSG00000102393,ENSMUSG00000031266
1028,HCK,Autophagy,Lysosome,ENSG00000101336,ENSMUSG00000003283
1029,HPS1,Autophagy,Lysosome,ENSG00000107521,ENSMUSG00000025188
1030,HPS4,Autophagy,Lysosome,ENSG00000100099,ENSMUSG00000042328
1031,HPSE,Autophagy,Lysosome,ENSG00000173083,ENSMUSG00000035273
1032,HYAL1,Autophagy,Lysosome,ENSG00000114378,ENSMUSG00000010051
1033,HYAL2,Autophagy,Lysosome,ENSG00000068001,ENSMUSG00000010047
1034,HYAL3,Autophagy,Lysosome,ENSG00000186792,ENSMUSG00000036091
1035,IDUA,Autophagy,Lysosome,ENSG00000127415,ENSMUSG00000033540
1036,IFI30,Autophagy,Lysosome,ENSG00000216490,ENSMUSG00000031838
1037,ITM2C,Autophagy,Lysosome,ENSG00000135916,ENSMUSG00000026223
1038,KCNE1,Autophagy,Lysosome,ENSG00000180509,ENSMUSG00000039639
1039,LAMP1,Autophagy,Lysosome,ENSG00000185896,ENSMUSG00000031447
1040,LIPA,Autophagy,Lysosome,ENSG00000107798,ENSMUSG00000024781
1041,LRBA,Autophagy,Lysosome,ENSG00000198589,ENSMUSG00000028080
1042,LRP2,Autophagy,Lysosome,ENSG00000081479,ENSMUSG00000027070
1043,MAN2B1,Autophagy,Lysosome,ENSG00000104774,ENSMUSG00000005142
1044,MAN2B2,Autophagy,Lysosome,ENSG00000013288,ENSMUSG00000029119
1045,MANBA,Autophagy,Lysosome,ENSG00000109323,ENSMUSG00000028164
1046,NAGA,Autophagy,Lysosome,ENSG00000198951,ENSMUSG00000022453
1047,NAGLU,Autophagy,Lysosome,ENSG00000108784,ENSMUSG00000001751
1048,NEU1,Autophagy,Lysosome,ENSG00000204386,ENSMUSG00000007038
1049,NEU4,Autophagy,Lysosome,ENSG00000204099,ENSMUSG00000034000
1050,NPC2,Autophagy,Lysosome,ENSG00000119655,ENSMUSG00000021242
1051,PCSK9,Autophagy,Lysosome,ENSG00000169174,ENSMUSG00000044254
1052,PCYOX1,Autophagy,Lysosome,ENSG00000116005,ENSMUSG00000029998
1053,PEBP4,Autophagy,Lysosome,ENSG00000134020,ENSMUSG00000022085
1054,PPT2,Autophagy,Lysosome,ENSG00000168452,ENSMUSG00000015474
1055,PRCP,Autophagy,Lysosome,ENSG00000137509,ENSMUSG00000061119
1056,PRDX6,Autophagy,Lysosome,ENSG00000117592,ENSMUSG00000026701
1057,RAB27A,Autophagy,Lysosome,ENSG00000069974,ENSMUSG00000032202
1058,RAMP2,Autophagy,Lysosome,ENSG00000131477,ENSMUSG00000001240
1059,RAMP3,Autophagy,Lysosome,ENSG00000122679,ENSMUSG00000041046
1060,RNASET2,Autophagy,Lysosome,ENSG00000026297,
1061,SIAE,Autophagy,Lysosome,ENSG00000110013,ENSMUSG00000001942
1062,SPACA3,Autophagy,Lysosome,ENSG00000141316,ENSMUSG00000053184
1063,SRC,Autophagy,Lysosome,ENSG00000197122,ENSMUSG00000027646
1064,STS,Autophagy,Lysosome,ENSG00000101846,ENSMUSG00000121914
1065,TPP1,Autophagy,Lysosome,ENSG00000166340,ENSMUSG00000030894
1066,UNC93B1,Autophagy,Lysosome,ENSG00000110057,ENSMUSG00000036908
1067,VMA21,Autophagy,Lysosome,ENSG00000160131,ENSMUSG00000073131
1068,WDR48,Autophagy,Lysosome,ENSG00000114742,ENSMUSG00000032512
1069,ZNRF1,Autophagy,Lysosome,ENSG00000186187,ENSMUSG00000033545
1070,ATP6AP1,Autophagy,Lysosome-related genes,ENSG00000071553,ENSMUSG00000019087
1071,ATP6AP2,Autophagy,Lysosome-related genes,ENSG00000182220,ENSMUSG00000031007
1072,ATP6V0A1,Autophagy,Lysosome-related genes,ENSG00000033627,ENSMUSG00000019302
1073,ATP6V0B,Autophagy,Lysosome-related genes,ENSG00000117410,ENSMUSG00000033379
1074,ATP6V0E1,Autophagy,Lysosome-related genes,ENSG00000113732,
1075,ATP6V0E2,Autophagy,Lysosome-related genes,ENSG00000171130,ENSMUSG00000039347
1076,ATP6V1A,Autophagy,Lysosome-related genes,ENSG00000114573,ENSMUSG00000052459
1077,ATP6V1B1,Autophagy,Lysosome-related genes,ENSG00000116039,ENSMUSG00000006269
1078,ATP6V1B2,Autophagy,Lysosome-related genes,ENSG00000147416,ENSMUSG00000006273
1079,ATP6V1C1,Autophagy,Lysosome-related genes,ENSG00000155097,ENSMUSG00000022295
1080,ATP6V1C2,Autophagy,Lysosome-related genes,ENSG00000143882,ENSMUSG00000020566
1081,ATP6V1D,Autophagy,Lysosome-related genes,ENSG00000100554,ENSMUSG00000021114
1082,ATP6V1E1,Autophagy,Lysosome-related genes,ENSG00000131100,ENSMUSG00000019210
1083,ATP6V1E2,Autophagy,Lysosome-related genes,ENSG00000250565,ENSMUSG00000053375
1084,ATP6V1F,Autophagy,Lysosome-related genes,ENSG00000128524,ENSMUSG00000004285
1085,ATP6V1G1,Autophagy,Lysosome-related genes,ENSG00000136888,ENSMUSG00000039105
1086,ATP6V1G2,Autophagy,Lysosome-related genes,ENSG00000230900,ENSMUSG00000024403
1087,ATP6V1G3,Autophagy,Lysosome-related genes,ENSG00000263014,ENSMUSG00000026394
1088,ATP6V1H,Autophagy,Lysosome-related genes,ENSG00000047249,ENSMUSG00000033793
1089,CLCN3,Autophagy,Lysosome-related genes,ENSG00000109572,ENSMUSG00000004319
1090,CLN6,Autophagy,Lysosome-related genes,ENSG00000128973,ENSMUSG00000032245
1091,CPQ,Autophagy,Lysosome-related genes,ENSG00000104324,ENSMUSG00000039007
1092,CSTB,Autophagy,Lysosome-related genes,ENSG00000160213,ENSMUSG00000005054
1093,CTSE,Autophagy,Lysosome-related genes,ENSG00000196188,ENSMUSG00000004552
1094,CTSG,Autophagy,Lysosome-related genes,ENSG00000100448,ENSMUSG00000040314
1095,CTSL,Autophagy,Lysosome-related genes,ENSG00000135047,ENSMUSG00000021477
1096,Hps5,Autophagy,Lysosome-related genes,ENSG00000288445,ENSMUSG00000014418
1097,MT3,Autophagy,Lysosome-related genes,ENSG00000087250,ENSMUSG00000031760
1098,PSEN2,Autophagy,Lysosome-related genes,ENSG00000143801,ENSMUSG00000010609
1099,RAB34,Autophagy,Lysosome-related genes,ENSG00000109113,ENSMUSG00000002059
1100,RILPL1,Autophagy,Lysosome-related genes,ENSG00000188026,ENSMUSG00000029392
1101,SCPEP1,Autophagy,Lysosome-related genes,ENSG00000121064,ENSMUSG00000000278
1102,SLC38A9,Autophagy,Lysosome-related genes,ENSG00000177058,ENSMUSG00000047789
1103,LAMTOR1,Autophagy,Lysosome-related genes,ENSG00000149357,ENSMUSG00000030842
1104,APOL1,Autophagy,Other,ENSG00000100342,
1105,ARNT,Autophagy,Other,ENSG00000143437,ENSMUSG00000015522
1106,ARSA,Autophagy,Other,ENSG00000100299,ENSMUSG00000022620
1107,ATIC,Autophagy,Other,ENSG00000138363,ENSMUSG00000026192
1108,BAG1,Autophagy,Other,ENSG00000107262,ENSMUSG00000028416
1109,BAK1,Autophagy,Other,ENSG00000030110,ENSMUSG00000057789
1110,BAX,Autophagy,Other,ENSG00000087088,ENSMUSG00000003873
1111,BID,Autophagy,Other,ENSG00000015475,ENSMUSG00000004446
1112,BNIP1,Autophagy,Other,ENSG00000113734,ENSMUSG00000024191
1113,CANX,Autophagy,Other,ENSG00000283777,ENSMUSG00000020368
1114,CAPN10,Autophagy,Other,ENSG00000142330,ENSMUSG00000026270
1115,CASP1,Autophagy,Other,ENSG00000137752,ENSMUSG00000025888
1116,CASP3,Autophagy,Other,ENSG00000164305,ENSMUSG00000031628
1117,CASP4,Autophagy,Other,ENSG00000196954,ENSMUSG00000033538
1118,CASP8,Autophagy,Other,ENSG00000064012,ENSMUSG00000026029
1119,CCL2,Autophagy,Other,ENSG00000108691,ENSMUSG00000035385
1120,CCR2,Autophagy,Other,ENSG00000121807,ENSMUSG00000049103
1121,CD46,Autophagy,Other,ENSG00000117335,ENSMUSG00000016493
1122,CDKN1A,Autophagy,Other,ENSG00000124762,ENSMUSG00000023067
1123,CDKN1B,Autophagy,Other,ENSG00000111276,ENSMUSG00000003031
1124,CDKN2A,Autophagy,Other,ENSG00000147889,ENSMUSG00000044303
1125,CFLAR,Autophagy,Other,ENSG00000003402,ENSMUSG00000026031
1126,CHMP2B,Autophagy,Other,ENSG00000083937,ENSMUSG00000004843
1127,CHMP4B,Autophagy,Other,ENSG00000101421,ENSMUSG00000038467
1128,CX3CL1,Autophagy,Other,ENSG00000006210,ENSMUSG00000031778
1129,CXCR4,Autophagy,Other,ENSG00000121966,ENSMUSG00000045382
1130,DIRAS3,Autophagy,Other,ENSG00000162595,
1131,DLC1,Autophagy,Other,ENSG00000288673,ENSMUSG00000031523
1132,DNAJB1,Autophagy,Other,ENSG00000132002,ENSMUSG00000005483
1133,DNAJB9,Autophagy,Other,ENSG00000128590,ENSMUSG00000014905
1134,EDEM1,Autophagy,Other,ENSG00000134109,ENSMUSG00000030104
1135,EEF2,Autophagy,Other,ENSG00000167658,ENSMUSG00000034994
1136,EGFR,Autophagy,Other,ENSG00000146648,ENSMUSG00000020122
1137,EIF2AK2,Autophagy,Other,ENSG00000055332,ENSMUSG00000024079
1138,EIF2AK3,Autophagy,Other,ENSG00000172071,ENSMUSG00000031668
1139,EIF2S1,Autophagy,Other,ENSG00000134001,ENSMUSG00000021116
1140,EIF4G1,Autophagy,Other,ENSG00000114867,ENSMUSG00000045983
1141,ERBB2,Autophagy,Other,ENSG00000141736,ENSMUSG00000062312
1142,ERN1,Autophagy,Other,ENSG00000178607,ENSMUSG00000020715
1143,FADD,Autophagy,Other,ENSG00000168040,ENSMUSG00000031077
1144,FAS,Autophagy,Other,ENSG00000026103,ENSMUSG00000024778
1145,FKBP1A,Autophagy,Other,ENSG00000088832,ENSMUSG00000032966
1146,FKBP1B,Autophagy,Other,ENSG00000119782,ENSMUSG00000020635
1147,GAPDH,Autophagy,Other,ENSG00000111640,ENSMUSG00000057666
1148,GNAI3,Autophagy,Other,ENSG00000065135,ENSMUSG00000000001
1149,GOPC,Autophagy,Other,ENSG00000047932,ENSMUSG00000019861
1150,GRID1,Autophagy,Other,ENSG00000182771,ENSMUSG00000041078
1151,GRID2,Autophagy,Other,ENSG00000152208,ENSMUSG00000071424
1152,HGS,Autophagy,Other,ENSG00000185359,ENSMUSG00000025793
1153,HSP90AB1,Autophagy,Other,ENSG00000096384,ENSMUSG00000023944
1154,HSPA5,Autophagy,Other,ENSG00000044574,ENSMUSG00000026864
1155,HSPA8,Autophagy,Other,ENSG00000109971,ENSMUSG00000015656
1156,HSPB8,Autophagy,Other,ENSG00000152137,ENSMUSG00000041548
1157,IFNG,Autophagy,Other,ENSG00000111537,ENSMUSG00000055170
1158,IKBKE,Autophagy,Other,ENSG00000263528,ENSMUSG00000042349
1159,IL24,Autophagy,Other,ENSG00000162892,ENSMUSG00000026420
1160,ITGA3,Autophagy,Other,ENSG00000005884,ENSMUSG00000001507
1161,ITGA6,Autophagy,Other,ENSG00000091409,ENSMUSG00000027111
1162,ITGB1,Autophagy,Other,ENSG00000150093,ENSMUSG00000025809
1163,ITGB4,Autophagy,Other,ENSG00000132470,ENSMUSG00000020758
1164,ITPR1,Autophagy,Other,ENSG00000150995,ENSMUSG00000030102
1165,KIF5B,Autophagy,Other,ENSG00000170759,ENSMUSG00000006740
1166,KLHL24,Autophagy,Other,ENSG00000114796,ENSMUSG00000062901
1167,MAP2K7,Autophagy,Other,ENSG00000076984,ENSMUSG00000002948
1168,MAPK8IP1,Autophagy,Other,ENSG00000121653,ENSMUSG00000027223
1169,MAPK9,Autophagy,Other,ENSG00000050748,ENSMUSG00000020366
1170,MBTPS2,Autophagy,Other,ENSG00000012174,ENSMUSG00000046873
1171,MTMR14,Autophagy,Other,ENSG00000163719,ENSMUSG00000030269
1172,NAF1,Autophagy,Other,ENSG00000145414,ENSMUSG00000014907
1173,NAMPT,Autophagy,Other,ENSG00000105835,ENSMUSG00000020572
1174,NCKAP1,Autophagy,Other,ENSG00000061676,ENSMUSG00000027002
1175,NKX2-3,Autophagy,Other,ENSG00000119919,ENSMUSG00000044220
1176,NLRC4,Autophagy,Other,ENSG00000091106,ENSMUSG00000039193
1177,NRG1,Autophagy,Other,ENSG00000157168,ENSMUSG00000062991
1178,NRG2,Autophagy,Other,ENSG00000158458,ENSMUSG00000060275
1179,NRG3,Autophagy,Other,ENSG00000185737,ENSMUSG00000041014
1180,P4HB,Autophagy,Other,ENSG00000185624,ENSMUSG00000025130
1181,PARP1,Autophagy,Other,ENSG00000143799,ENSMUSG00000026496
1182,PEA15,Autophagy,Other,ENSG00000162734,
1183,PELP1,Autophagy,Other,ENSG00000141456,ENSMUSG00000018921
1184,PEX14,Autophagy,Other,ENSG00000142655,ENSMUSG00000028975
1185,PEX3,Autophagy,Other,ENSG00000034693,ENSMUSG00000019809
1186,PPP1R15A,Autophagy,Other,ENSG00000087074,ENSMUSG00000040435
1187,PRKAR1A,Autophagy,Other,ENSG00000108946,ENSMUSG00000020612
1188,PRKCD,Autophagy,Other,ENSG00000163932,ENSMUSG00000021948
1189,PRKCQ,Autophagy,Other,ENSG00000065675,ENSMUSG00000026778
1190,PTEN,Autophagy,Other,ENSG00000171862,ENSMUSG00000013663
1191,PTK6,Autophagy,Other,ENSG00000101213,ENSMUSG00000038751
1192,RAC1,Autophagy,Other,ENSG00000136238,ENSMUSG00000001847
1193,RAF1,Autophagy,Other,ENSG00000132155,ENSMUSG00000000441
1194,RB1,Autophagy,Other,ENSG00000139687,ENSMUSG00000022105
1195,RGS19,Autophagy,Other,ENSG00000171700,ENSMUSG00000002458
1196,SAR1A,Autophagy,Other,ENSG00000079332,ENSMUSG00000020088
1197,SERPINA1,Autophagy,Other,ENSG00000277377,
1198,SPHK1,Autophagy,Other,ENSG00000176170,ENSMUSG00000061878
1199,SPNS1,Autophagy,Other,ENSG00000169682,ENSMUSG00000030741
1200,ST13,Autophagy,Other,ENSG00000100380,ENSMUSG00000022403
1201,TNFSF10,Autophagy,Other,ENSG00000121858,ENSMUSG00000039304
1202,TP53INP2,Autophagy,Other,ENSG00000078804,
1203,TP63,Autophagy,Other,ENSG00000073282,
1204,TP73,Autophagy,Other,ENSG00000078900,
1205,TUSC1,Autophagy,Other,ENSG00000198680,ENSMUSG00000054000
1206,VEGFA,Autophagy,Other,ENSG00000112715,ENSMUSG00000023951
1207,AURKB,Genomic instability,Cell Cycle and Mitotic Regulation,ENSG00000178999,ENSMUSG00000020897
1208,CCNA2,Genomic instability,Cell Cycle and Mitotic Regulation,ENSG00000145386,ENSMUSG00000027715
1209,GADD45G,Genomic instability,Replication Stress Response,ENSG00000130222,ENSMUSG00000021453
1210,GINS1,Genomic instability,Replication Stress Response,ENSG00000101003,ENSMUSG00000027454
1211,LIG3,Genomic instability,Replication Stress Response,ENSG00000005156,ENSMUSG00000020697
1212,MTF2,Genomic instability,Transcription-Replication Conflict,ENSG00000143033,ENSMUSG00000029267
1213,ORC6,Genomic instability,Replication Stress Response,ENSG00000091651,ENSMUSG00000031697
1214,POLA1,Genomic instability,Replication Stress Response,ENSG00000101868,ENSMUSG00000006678
1215,POLD4,Genomic instability,Replication Stress Response,ENSG00000175482,ENSMUSG00000024854
1216,POLE4,Genomic instability,Replication Stress Response,ENSG00000115350,ENSMUSG00000030042
1217,PRPS1,Genomic instability,Replication Stress Response,ENSG00000147224,ENSMUSG00000031432
1218,RFC5,Genomic instability,Replication Stress Response,ENSG00000111445,ENSMUSG00000029363
1219,RMI1,Genomic instability,Replication Stress Response,ENSG00000178966,ENSMUSG00000035367
1220,RRM1,Genomic instability,Replication Stress Response,ENSG00000167325,ENSMUSG00000030978
1221,SRSF1,Genomic instability,Transcription-Replication Conflict,ENSG00000136450,ENSMUSG00000018379
1222,SUV39H1,Genomic instability,Chromatin and Nuclear Organization,ENSG00000101945,ENSMUSG00000039231
1223,TNPO2,Genomic instability,Chromatin and Nuclear Organization,ENSG00000105576,ENSMUSG00000031691
1224,Ercc5,Genomic instability,Nucleotide Excision Repair,ENSG00000134899,ENSMUSG00000026048
1225,Mdm4,Genomic instability,DNA Damage Signaling,ENSG00000198625,ENSMUSG00000054387
1226,Pik3c2b,Genomic instability,DNA Damage Signaling,ENSG00000133056,ENSMUSG00000026447
1227,Exo1,Genomic instability,Double-Strand Break Repair,ENSG00000174371,ENSMUSG00000039748
1228,Psmd5,Genomic instability,Auxiliary Processes,ENSG00000095261,ENSMUSG00000026869
1229,Rif1,Genomic instability,Double-Strand Break Repair,ENSG00000080345,ENSMUSG00000036202
1230,Pdk1,Genomic instability,Auxiliary Processes,ENSG00000152256,ENSMUSG00000006494
1231,Atf2,Genomic instability,DNA Damage Signaling,ENSG00000115966,ENSMUSG00000027104
1232,Rad54b,Genomic instability,Double-Strand Break Repair,ENSG00000197275,ENSMUSG00000078773
1233,Cdkn2a,Genomic instability,Cell Cycle and Mitotic Regulation,ENSG00000147889,ENSMUSG00000044303
1234,Mutyh,Genomic instability,Base Excision Repair,ENSG00000132781,ENSMUSG00000028687
1235,Cad,Genomic instability,Auxiliary Processes,ENSG00000084774,ENSMUSG00000013629
1236,Tacc3,Genomic instability,Cell Cycle and Mitotic Regulation,ENSG00000013810,ENSMUSG00000037313
1237,Mapk10,Genomic instability,DNA Damage Signaling,ENSG00000109339,ENSMUSG00000046709
1238,Cdc7,Genomic instability,Replication Stress Response,ENSG00000097046,ENSMUSG00000029283
1239,Pole,Genomic instability,Replication Stress Response,ENSG00000177084,ENSMUSG00000007080
1240,Pole4,Genomic instability,Replication Stress Response,ENSG00000115350,ENSMUSG00000030042
1241,Ogg1,Genomic instability,Base Excision Repair,ENSG00000114026,ENSMUSG00000030271
1242,Pik3c2g,Genomic instability,DNA Damage Signaling,ENSG00000139144,ENSMUSG00000030228
1243,Xrcc1,Genomic instability,Base Excision Repair,ENSG00000073050,ENSMUSG00000051768
1244,Bax,Genomic instability,Auxiliary Processes,ENSG00000087088,ENSMUSG00000003873
1245,Fanci,Genomic instability,Interstrand Crosslink Repair,ENSG00000140525,ENSMUSG00000039187
1246,Polg,Genomic instability,Mitochondrial DNA Repair,ENSG00000140521,ENSMUSG00000039176
1247,Apbb1,Genomic instability,DNA Damage Signaling,ENSG00000166313,ENSMUSG00000037032
1248,Pik3c2a,Genomic instability,DNA Damage Signaling,ENSG00000011405,ENSMUSG00000030660
1249,Smg1,Genomic instability,Auxiliary Processes,ENSG00000157106,ENSMUSG00000030655
1250,Ccp110,Genomic instability,Cell Cycle and Mitotic Regulation,ENSG00000103540,ENSMUSG00000033904
1251,Palb2,Genomic instability,Double-Strand Break Repair,ENSG00000083093,ENSMUSG00000044702
1252,Orc6,Genomic instability,Replication Stress Response,ENSG00000091651,ENSMUSG00000031697
1253,Fanca,Genomic instability,Interstrand Crosslink Repair,ENSG00000187741,ENSMUSG00000032815
1254,Cep164,Genomic instability,Cell Cycle and Mitotic Regulation,ENSG00000110274,ENSMUSG00000043987
1255,Atm,Genomic instability,DNA Damage Signaling,ENSG00000149311,ENSMUSG00000034218
1256,Cdc25a,Genomic instability,Cell Cycle Control,ENSG00000164045,ENSMUSG00000032477
1257,Mlh1,Genomic instability,Mismatch Repair,ENSG00000076242,ENSMUSG00000032498
1258,Rev3l,Genomic instability,Translesion Synthesis,ENSG00000009413,ENSMUSG00000019841
1259,Ascc3,Genomic instability,Transcription-Replication Conflict,ENSG00000112249,ENSMUSG00000038774
1260,Usp43,Genomic instability,Protein Regulation,ENSG00000154914,ENSMUSG00000020905
1261,Pik3r5,Genomic instability,DNA Damage Signaling,ENSG00000141506,ENSMUSG00000020901
1262,Eme1,Genomic instability,Double-Strand Break Repair,ENSG00000154920,ENSMUSG00000039055
1263,Recql5,Genomic instability,Chromatin Remodeling,ENSG00000108469,ENSMUSG00000020752
1264,Fancm,Genomic instability,Interstrand Crosslink Repair,ENSG00000187790,ENSMUSG00000055884
1265,Parg,Genomic instability,Base Excision Repair,ENSG00000227345,ENSMUSG00000021911
1266,Polr3d,Genomic instability,Transcription,ENSG00000168495,ENSMUSG00000000776
1267,Bora,Genomic instability,Cell Cycle Control,ENSG00000136122,ENSMUSG00000022070
1268,Prkdc,Genomic instability,Double-Strand Break Repair,ENSG00000253729,ENSMUSG00000022672
1269,Psmb8,Genomic instability,Protein Regulation,ENSG00000226201,ENSMUSG00000024338
1270,Rbbp8,Genomic instability,Double-Strand Break Repair,ENSG00000101773,ENSMUSG00000041238
1271,Poli,Genomic instability,Translesion Synthesis,ENSG00000101751,ENSMUSG00000038425
1272,Mus81,Genomic instability,Replication Stress Response,ENSG00000172732,ENSMUSG00000024906
1273,Hjurp,Genomic instability,Chromatin and Nuclear Organization,ENSG00000123485,ENSMUSG00000044783
1275,Chd1l,Genomic instability,Chromatin Remodeling,ENSG00000131778,ENSMUSG00000028089
1276,Xpc,Genomic instability,Nucleotide Excision Repair,ENSG00000154767,ENSMUSG00000030094
1277,Fto,Genomic instability,Other,ENSG00000140718,ENSMUSG00000055932
1278,Terf2,Genomic instability,Telomere Maintenance,ENSG00000132604,ENSMUSG00000031921
1279,Npm1,Genomic instability,Chromatin and Nuclear Organization,ENSG00000181163,ENSMUSG00000057113
1280,Tubg2,Genomic instability,Cell Cycle and Mitotic Regulation,ENSG00000037042,ENSMUSG00000045007
1281,Wnt3,Genomic instability,Other,ENSG00000277641,ENSMUSG00000000125
1282,MUTYH,Genomic instability,Base Excision Repair,ENSG00000132781,ENSMUSG00000028687
1283,RECQL,Genomic instability,Genome Maintenance,ENSG00000004700,ENSMUSG00000030243
1284,RECQL5,Genomic instability,Genome Maintenance,ENSG00000108469,ENSMUSG00000020752
1285,ATRIP,Genomic instability,DNA Damage Signaling,ENSG00000164053,ENSMUSG00000025646
1286,BLM,Genomic instability,Genome Maintenance,ENSG00000197299,ENSMUSG00000030528
1287,MNAT1,Genomic instability,Transcription,ENSG00000020426,ENSMUSG00000021103
1288,GPS1,Genomic instability,Protein Regulation,ENSG00000169727,ENSMUSG00000025156
1289,COPS5,Genomic instability,Protein Regulation,ENSG00000121022,ENSMUSG00000025917
1290,CDK7,Genomic instability,Transcription,ENSG00000134058,ENSMUSG00000069089
1291,NHEJ1,Genomic instability,Double-Strand Break Repair,ENSG00000187736,ENSMUSG00000026162
1292,CUL4A,Genomic instability,Protein Regulation,ENSG00000139842,ENSMUSG00000031446
1293,CDKN1A,Genomic instability,Cell Cycle Control,ENSG00000124762,ENSMUSG00000023067
1294,DCLRE1B,Genomic instability,Telomere Maintenance,ENSG00000118655,ENSMUSG00000027845
1295,DDB1,Genomic instability,Nucleotide Excision Repair,ENSG00000167986,ENSMUSG00000024740
1296,DDB2,Genomic instability,Nucleotide Excision Repair,ENSG00000134574,ENSMUSG00000002109
1297,ERCC1,Genomic instability,Nucleotide Excision Repair,ENSG00000012061,ENSMUSG00000003549
1298,LIG1,Genomic instability,Other,ENSG00000105486,ENSMUSG00000056394
1299,LIG4,Genomic instability,Double-Strand Break Repair,ENSG00000174405,ENSMUSG00000049717
1300,LIG3,Genomic instability,Base Excision Repair,ENSG00000005156,ENSMUSG00000020697
1301,MLH3,Genomic instability,Mismatch Repair,ENSG00000119684,ENSMUSG00000021245
1302,MSH2,Genomic instability,Mismatch Repair,ENSG00000095002,ENSMUSG00000024151
1303,MSH6,Genomic instability,Mismatch Repair,ENSG00000116062,ENSMUSG00000005370
1304,POLB,Genomic instability,Base Excision Repair,ENSG00000070501,ENSMUSG00000031536
1305,POLD1,Genomic instability,DNA Replication/Repair,ENSG00000062822,ENSMUSG00000038644
1306,POLE,Genomic instability,DNA Replication/Repair,ENSG00000177084,ENSMUSG00000007080
1307,POLE2,Genomic instability,DNA Replication/Repair,ENSG00000100479,ENSMUSG00000020974
1308,POLE3,Genomic instability,DNA Replication/Repair,ENSG00000148229,ENSMUSG00000028394
1309,POLE4,Genomic instability,DNA Replication/Repair,ENSG00000115350,ENSMUSG00000030042
1310,POLH,Genomic instability,Translesion Synthesis,ENSG00000170734,ENSMUSG00000023953
1311,POLI,Genomic instability,Translesion Synthesis,ENSG00000101751,ENSMUSG00000038425
1312,POLK,Genomic instability,Translesion Synthesis,ENSG00000122008,ENSMUSG00000021668
1313,POLL,Genomic instability,Non-homologous End Joining,ENSG00000166169,ENSMUSG00000025218
1314,POLM,Genomic instability,Non-homologous End Joining,ENSG00000122678,ENSMUSG00000020474
1315,POLN,Genomic instability,Translesion Synthesis,ENSG00000130997,ENSMUSG00000045102
1316,POLG,Genomic instability,Mitochondrial DNA Repair,ENSG00000140521,ENSMUSG00000039176
